familia,articulo,fecha_venta,festivo,precio,cantidad,importe,orden_articulo_familia
BOLLERIA,5803,2021-05-01,,2.7269999980926514,237.0,646.2989807128906,5
BOLLERIA,5803,2021-05-02,Día de la Madre,2.7269999980926514,261.0,711.7469787597656,5
BOLLERIA,5803,2021-05-03,Día de la Cruz,2.7269999980926514,114.0,310.87799072265625,5
BOLLERIA,5803,2021-05-04,,2.7269999980926514,90.0,245.42999267578125,5
BOLLERIA,5803,2021-05-05,,2.7269999980926514,93.0,253.61099243164062,5
BOLLERIA,5803,2021-05-06,,2.7269999980926514,81.0,220.88699340820312,5
BOLLERIA,5803,2021-05-07,,2.7269999980926514,72.0,196.343994140625,5
BOLLERIA,5803,2021-05-08,,2.7269999980926514,87.0,237.24899291992188,5
BOLLERIA,5803,2021-05-09,,2.7269999980926514,204.0,556.3079833984375,5
BOLLERIA,5803,2021-05-10,,2.7269999980926514,84.0,229.0679931640625,5
BOLLERIA,5803,2021-05-11,,2.7269999980926514,78.47999954223633,214.01499557495117,5
BOLLERIA,5803,2021-05-12,,2.7269999980926514,54.0,147.25799560546875,5
BOLLERIA,5803,2021-05-13,,2.7269999980926514,60.0,163.6199951171875,5
BOLLERIA,5803,2021-05-14,,2.7269999980926514,78.0,212.70599365234375,5
BOLLERIA,5803,2021-05-15,,2.7269999980926514,84.0,229.0679931640625,5
BOLLERIA,5803,2021-05-16,,2.7269999980926514,135.0,368.1449890136719,5
BOLLERIA,5803,2021-05-17,,2.7269999980926514,60.0,163.6199951171875,5
BOLLERIA,5803,2021-05-18,,2.7269999980926514,72.0,196.343994140625,5
BOLLERIA,5803,2021-05-19,,2.7269999980926514,78.0,212.70599365234375,5
BOLLERIA,5803,2021-05-20,,2.7269999980926514,78.0,212.70599365234375,5
BOLLERIA,5803,2021-05-21,,2.7269999980926514,99.0,269.9729919433594,5
BOLLERIA,5803,2021-05-22,,2.7269999980926514,96.0,261.7919921875,5
BOLLERIA,5803,2021-05-23,,2.7269999980926514,282.0,769.0139770507812,5
BOLLERIA,5803,2021-05-24,,2.7269999980926514,72.0,196.343994140625,5
BOLLERIA,5803,2021-05-25,,2.7269999980926514,90.0,245.42999267578125,5
BOLLERIA,5803,2021-05-26,,2.7269999980926514,45.0,122.71499633789062,5
BOLLERIA,5803,2021-05-27,,2.7269999980926514,87.0,237.24899291992188,5
BOLLERIA,5803,2021-05-28,,2.7269999980926514,66.0,179.98199462890625,5
BOLLERIA,5803,2021-05-29,,2.7269999980926514,87.0,237.24899291992188,5
BOLLERIA,5803,2021-05-30,,2.7269999980926514,168.0,458.135986328125,5
BOLLERIA,5803,2021-05-31,,2.7269999980926514,84.0,229.0679931640625,5
BOLLERIA,5803,2021-06-01,,2.7269999980926514,57.0,155.43899536132812,5
BOLLERIA,5803,2021-06-02,,2.7269999980926514,66.0,179.98199462890625,5
BOLLERIA,5803,2021-06-03,,2.7269999980926514,45.0,122.71499633789062,5
BOLLERIA,5803,2021-06-04,,2.7269999980926514,51.0,139.07699584960938,5
BOLLERIA,5803,2021-06-05,,2.7269999980926514,60.0,163.6199951171875,5
BOLLERIA,5803,2021-06-06,,2.7269999980926514,120.0,327.239990234375,5
BOLLERIA,5803,2021-06-07,,2.7269999980926514,48.0,130.89599609375,5
BOLLERIA,5803,2021-06-08,,2.7269999980926514,78.0,212.70599365234375,5
BOLLERIA,5803,2021-06-09,,2.7269999980926514,66.0,179.98199462890625,5
BOLLERIA,5803,2021-06-10,,2.7269999980926514,48.0,130.89599609375,5
BOLLERIA,5803,2021-06-11,,2.7269999980926514,54.0,147.25799560546875,5
