familia,articulo,fecha_venta,festivo,precio,cantidad,importe,orden_articulo_familia
PASTELERIA,6451,2021-05-01,,37.909000396728516,12.0,454.9079895019531,4
PASTELERIA,6451,2021-05-02,Día de la Madre,37.909000396728516,18.0,682.3619842529297,4
PASTELERIA,6451,2021-05-03,Día de la Cruz,37.909000396728516,12.0,454.9079895019531,4
PASTELERIA,6451,2021-05-04,,37.909000396728516,3.0,113.72699737548828,4
PASTELERIA,6451,2021-05-05,,37.909000396728516,6.0,227.45399475097656,4
PASTELERIA,6451,2021-05-06,,37.909000396728516,9.0,341.18099212646484,4
PASTELERIA,6451,2021-05-07,,37.909000396728516,12.0,454.90799713134766,4
PASTELERIA,6451,2021-05-08,,37.909000396728516,6.0,227.45399475097656,4
PASTELERIA,6451,2021-05-09,,37.909000396728516,18.0,682.3619842529297,4
PASTELERIA,6451,2021-05-11,,37.909000396728516,3.0,113.72699737548828,4
PASTELERIA,6451,2021-05-12,,37.909000396728516,6.0,227.45399475097656,4
PASTELERIA,6451,2021-05-14,,37.909000396728516,3.0,113.72699737548828,4
PASTELERIA,6451,2021-05-15,,37.909000396728516,16.5,625.4980010986328,4
PASTELERIA,6451,2021-05-16,,37.909000396728516,6.0,227.45399475097656,4
PASTELERIA,6451,2021-05-18,,37.909000396728516,3.0,113.72699737548828,4
PASTELERIA,6451,2021-05-19,,37.909000396728516,9.0,341.18099212646484,4
PASTELERIA,6451,2021-05-20,,37.909000396728516,6.0,227.45399475097656,4
PASTELERIA,6451,2021-05-21,,37.909000396728516,3.0,113.72699737548828,4
PASTELERIA,6451,2021-05-22,,37.909000396728516,21.0,796.088981628418,4
PASTELERIA,6451,2021-05-23,,37.909000396728516,15.0,568.6349868774414,4
PASTELERIA,6451,2021-05-24,,37.909000396728516,12.0,454.9079895019531,4
PASTELERIA,6451,2021-05-25,,37.909000396728516,4.5,170.58999633789062,4
PASTELERIA,6451,2021-05-27,,37.909000396728516,6.0,227.45399475097656,4
PASTELERIA,6451,2021-05-28,,37.909000396728516,6.0,227.45399475097656,4
PASTELERIA,6451,2021-05-29,,37.909000396728516,15.0,568.6349868774414,4
PASTELERIA,6451,2021-05-30,,37.909000396728516,15.0,568.6349868774414,4
PASTELERIA,6451,2021-05-31,,37.909000396728516,9.0,341.18099212646484,4
PASTELERIA,6451,2021-06-01,,37.909000396728516,9.0,341.18099212646484,4
PASTELERIA,6451,2021-06-02,,37.909000396728516,9.0,341.18099212646484,4
PASTELERIA,6451,2021-06-03,,37.909000396728516,3.0,113.72699737548828,4
PASTELERIA,6451,2021-06-04,,37.909000396728516,6.0,227.45399475097656,4
PASTELERIA,6451,2021-06-05,,37.909000396728516,12.0,454.9079895019531,4
PASTELERIA,6451,2021-06-06,,37.909000396728516,6.0,227.45399475097656,4
PASTELERIA,6451,2021-06-07,,37.909000396728516,9.0,341.18099212646484,4
PASTELERIA,6451,2021-06-08,,37.909000396728516,9.0,341.18099212646484,4
PASTELERIA,6451,2021-06-09,,37.909000396728516,9.0,341.1809997558594,4
PASTELERIA,6451,2021-06-10,,37.909000396728516,12.0,454.9079895019531,4
PASTELERIA,6451,2021-06-12,,37.909000396728516,15.0,568.6349868774414,4
PASTELERIA,6451,2021-06-13,,37.909000396728516,15.0,568.6349945068359,4
PASTELERIA,6451,2021-06-14,,37.909000396728516,6.0,227.45399475097656,4
PASTELERIA,6451,2021-06-15,,37.909000396728516,6.0,227.45399475097656,4
PASTELERIA,6451,2021-06-17,,37.909000396728516,3.0,113.72699737548828,4
PASTELERIA,6451,2021-06-18,,37.909000396728516,9.0,341.18099212646484,4
PASTELERIA,6451,2021-06-19,,37.909000396728516,6.0,227.45399475097656,4
PASTELERIA,6451,2021-06-20,,37.909000396728516,6.0,227.45399475097656,4
PASTELERIA,6451,2021-06-21,,37.909000396728516,3.0,113.72699737548828,4
PASTELERIA,6451,2021-06-22,,37.909000396728516,3.0,113.72699737548828,4
PASTELERIA,6451,2021-06-23,,37.909000396728516,3.0,113.72699737548828,4
PASTELERIA,6451,2021-06-26,,37.909000396728516,9.0,341.18099212646484,4
PASTELERIA,6451,2021-06-27,,37.909000396728516,15.0,568.6349868774414,4
PASTELERIA,6451,2021-06-28,,37.909000396728516,9.0,341.18099212646484,4
PASTELERIA,6451,2021-06-29,,37.909000396728516,12.0,454.9079895019531,4
PASTELERIA,6451,2021-07-01,,37.909000396728516,18.0,682.3619918823242,4
PASTELERIA,6451,2021-07-02,,37.909000396728516,6.0,227.45399475097656,4
PASTELERIA,6451,2021-07-04,,37.909000396728516,6.0,227.45399475097656,4
PASTELERIA,6451,2021-07-06,,37.909000396728516,9.0,341.18099212646484,4
PASTELERIA,6451,2021-07-07,,37.909000396728516,12.0,454.9079895019531,4
PASTELERIA,6451,2021-07-08,,37.909000396728516,3.0,113.72699737548828,4
PASTELERIA,6451,2021-07-09,,37.909000396728516,3.0,113.72699737548828,4
PASTELERIA,6451,2021-07-10,,37.909000396728516,9.0,341.18099212646484,4
PASTELERIA,6451,2021-07-11,,37.909000396728516,6.0,227.45399475097656,4
PASTELERIA,6451,2021-07-12,,37.909000396728516,3.0,113.72699737548828,4
PASTELERIA,6451,2021-07-13,,37.909000396728516,6.0,227.45399475097656,4
PASTELERIA,6451,2021-07-14,,37.909000396728516,3.0,113.72699737548828,4
PASTELERIA,6451,2021-07-15,,37.909000396728516,3.0,113.72699737548828,4
PASTELERIA,6451,2021-07-17,,37.909000396728516,3.0,113.72699737548828,4
PASTELERIA,6451,2021-07-18,,37.909000396728516,21.0,796.088981628418,4
PASTELERIA,6451,2021-07-20,,37.909000396728516,9.0,341.18099212646484,4
PASTELERIA,6451,2021-07-21,,37.909000396728516,6.0,227.45399475097656,4
PASTELERIA,6451,2021-07-22,,37.909000396728516,12.0,454.9079895019531,4
PASTELERIA,6451,2021-07-23,,37.909000396728516,6.0,227.45399475097656,4
PASTELERIA,6451,2021-07-24,,37.909000396728516,15.0,568.6349868774414,4
