familia,articulo,fecha_venta,festivo,precio,cantidad,importe,orden_articulo_familia
BOLLERIA,6286,2021-05-01,,3.135999917984009,165.0,517.4400062561035,4
BOLLERIA,6286,2021-05-02,Día de la Madre,3.135999917984009,240.0,752.6399955749512,4
BOLLERIA,6286,2021-05-03,Día de la Cruz,3.135999917984009,60.0,188.16000366210938,4
BOLLERIA,6286,2021-05-04,,3.135999917984009,60.0,188.16000366210938,4
BOLLERIA,6286,2021-05-05,,3.135999917984009,84.0,263.42400455474854,4
BOLLERIA,6286,2021-05-06,,3.135999917984009,90.0,282.24000549316406,4
BOLLERIA,6286,2021-05-07,,3.135999917984009,117.0,366.9120054244995,4
BOLLERIA,6286,2021-05-08,,3.135999917984009,117.0,366.91200828552246,4
BOLLERIA,6286,2021-05-09,,3.135999917984009,204.0,639.7440071105957,4
BOLLERIA,6286,2021-05-10,,3.135999917984009,99.0,310.4640083312988,4
BOLLERIA,6286,2021-05-11,,3.135999917984009,72.0,225.79200553894043,4
BOLLERIA,6286,2021-05-12,,3.135999917984009,18.0,56.44800090789795,4
BOLLERIA,6286,2021-05-13,,3.135999917984009,60.0,188.1599998474121,4
BOLLERIA,6286,2021-05-14,,3.135999917984009,39.0,122.3040018081665,4
BOLLERIA,6286,2021-05-15,,3.135999917984009,87.0,272.83199977874756,4
BOLLERIA,6286,2021-05-16,,3.135999917984009,114.0,357.5040102005005,4
BOLLERIA,6286,2021-05-17,,3.135999917984009,60.0,188.16000175476074,4
BOLLERIA,6286,2021-05-18,,3.135999917984009,60.0,188.16000366210938,4
BOLLERIA,6286,2021-05-19,,3.135999917984009,45.0,141.12000179290771,4
BOLLERIA,6286,2021-05-20,,3.135999917984009,63.0,197.56800365447998,4
BOLLERIA,6286,2021-05-21,,3.135999917984009,96.0,301.0560064315796,4
BOLLERIA,6286,2021-05-22,,3.135999917984009,90.0,282.24000549316406,4
BOLLERIA,6286,2021-05-23,,3.135999917984009,141.0,442.1760091781616,4
BOLLERIA,6286,2021-05-24,,3.135999917984009,78.0,244.60800075531006,4
BOLLERIA,6286,2021-05-25,,3.135999917984009,96.0,301.0560054779053,4
BOLLERIA,6286,2021-05-26,,3.135999917984009,72.0,225.79199981689453,4
BOLLERIA,6286,2021-05-27,,3.135999917984009,69.0,216.38400173187256,4
BOLLERIA,6286,2021-05-28,,3.135999917984009,54.0,169.34400463104248,4
BOLLERIA,6286,2021-05-29,,3.135999917984009,90.0,282.2400016784668,4
BOLLERIA,6286,2021-05-30,,3.135999917984009,138.0,432.76800060272217,4
BOLLERIA,6286,2021-05-31,,3.135999917984009,69.0,216.3840036392212,4
BOLLERIA,6286,2021-06-01,,3.135999917984009,57.0,178.75200271606445,4
BOLLERIA,6286,2021-06-02,,3.135999917984009,75.0,235.2000036239624,4
BOLLERIA,6286,2021-06-03,,3.135999917984009,90.0,282.2400016784668,4
BOLLERIA,6286,2021-06-04,,3.135999917984009,60.0,188.16000270843506,4
BOLLERIA,6286,2021-06-05,,3.135999917984009,108.0,338.68800258636475,4
BOLLERIA,6286,2021-06-06,,3.135999917984009,147.0,460.99200439453125,4
BOLLERIA,6286,2021-06-07,,3.135999917984009,84.0,263.4240016937256,4
BOLLERIA,6286,2021-06-08,,3.135999917984009,93.0,291.64800357818604,4
BOLLERIA,6286,2021-06-09,,3.135999917984009,51.0,159.93600273132324,4
BOLLERIA,6286,2021-06-10,,3.135999917984009,42.0,131.7120008468628,4
BOLLERIA,6286,2021-06-11,,3.135999917984009,96.0,301.0560054779053,4
BOLLERIA,6286,2021-06-12,,3.135999917984009,108.0,338.6880054473877,4
BOLLERIA,6286,2021-06-13,,3.135999917984009,123.0,385.72800731658936,4
BOLLERIA,6286,2021-06-14,,3.135999917984009,54.0,169.34400081634521,4
BOLLERIA,6286,2021-06-15,,3.135999917984009,54.0,169.34400272369385,4
BOLLERIA,6286,2021-06-16,,3.135999917984009,45.0,141.12000274658203,4
BOLLERIA,6286,2021-06-17,,3.135999917984009,66.0,206.9760046005249,4
BOLLERIA,6286,2021-06-18,,3.135999917984009,60.0,188.16000270843506,4
BOLLERIA,6286,2021-06-19,,3.135999917984009,57.0,178.75200271606445,4
BOLLERIA,6286,2021-06-20,,3.135999917984009,153.0,479.8079996109009,4
BOLLERIA,6286,2021-06-21,,3.135999917984009,57.0,178.75200080871582,4
BOLLERIA,6286,2021-06-22,,3.135999917984009,54.0,169.34400272369385,4
BOLLERIA,6286,2021-06-23,,3.135999917984009,81.0,254.0160026550293,4
BOLLERIA,6286,2021-06-24,Día de San Juan,3.135999917984009,78.0,244.60800170898438,4
BOLLERIA,6286,2021-06-25,,3.135999917984009,75.0,235.20000076293945,4
BOLLERIA,6286,2021-06-26,,3.135999917984009,54.0,169.34400272369385,4
BOLLERIA,6286,2021-06-27,,3.135999917984009,138.0,432.7680034637451,4
BOLLERIA,6286,2021-06-28,,3.135999917984009,60.0,188.16000175476074,4
BOLLERIA,6286,2021-06-29,,3.135999917984009,93.0,291.64800357818604,4
BOLLERIA,6286,2021-06-30,,3.135999917984009,39.0,122.30400085449219,4
BOLLERIA,6286,2021-07-01,,3.135999917984009,36.0,112.89600086212158,4
BOLLERIA,6286,2021-07-02,,3.135999917984009,36.0,112.89600372314453,4
BOLLERIA,6286,2021-07-03,,3.135999917984009,45.0,141.12000274658203,4
BOLLERIA,6286,2021-07-04,,3.135999917984009,84.0,263.4240026473999,4
BOLLERIA,6286,2021-07-05,,3.135999917984009,45.0,141.12000179290771,4
BOLLERIA,6286,2021-07-06,,3.135999917984009,66.0,206.97600173950195,4
BOLLERIA,6286,2021-07-07,,3.135999917984009,81.0,254.01600170135498,4
BOLLERIA,6286,2021-07-08,,3.135999917984009,60.0,188.16000366210938,4
