familia,articulo,fecha_venta,festivo,precio,cantidad,importe,orden_articulo_familia
PANADERIA,1084,2021-05-01,,0.8650000095367432,423.0,365.89500522613525,4
PANADERIA,1084,2021-05-02,Día de la Madre,0.8650000095367432,333.0,288.0450003147125,4
PANADERIA,1084,2021-05-03,Día de la Cruz,0.8650000095367432,351.0,303.61499547958374,4
PANADERIA,1084,2021-05-04,,0.8650000095367432,501.0,433.36501026153564,4
PANADERIA,1084,2021-05-05,,0.8650000095367432,375.0,324.37500071525574,4
PANADERIA,1084,2021-05-06,,0.8650000095367432,402.0,347.72999906539917,4
PANADERIA,1084,2021-05-07,,0.8650000095367432,390.0,337.34999799728394,4
PANADERIA,1084,2021-05-08,,0.8650000095367432,264.0,228.36000156402588,4
PANADERIA,1084,2021-05-09,,0.8650000095367432,351.0,303.61499881744385,4
PANADERIA,1084,2021-05-10,,0.8650000095367432,465.0,402.22499918937683,4
PANADERIA,1084,2021-05-11,,0.8650000095367432,321.0,277.66499972343445,4
PANADERIA,1084,2021-05-12,,0.8650000095367432,429.0,371.08500361442566,4
PANADERIA,1084,2021-05-13,,0.8650000095367432,354.0,306.20999908447266,4
PANADERIA,1084,2021-05-14,,0.8650000095367432,315.0,272.47500348091125,4
PANADERIA,1084,2021-05-15,,0.8650000095367432,270.0,233.55000567436218,4
PANADERIA,1084,2021-05-16,,0.8650000095367432,402.0,347.7300012111664,4
PANADERIA,1084,2021-05-17,,0.8650000095367432,453.0,391.8449959754944,4
PANADERIA,1084,2021-05-18,,0.8650000095367432,345.0,298.42500591278076,4
PANADERIA,1084,2021-05-19,,0.8650000095367432,393.0,339.9450008869171,4
PANADERIA,1084,2021-05-20,,0.8650000095367432,456.0,394.4400098323822,4
PANADERIA,1084,2021-05-21,,0.8650000095367432,351.0,303.61499977111816,4
PANADERIA,1084,2021-05-22,,0.8650000095367432,312.0,269.879998922348,4
PANADERIA,1084,2021-05-23,,0.8650000095367432,459.0,397.03500151634216,4
PANADERIA,1084,2021-05-24,,0.8650000095367432,399.0,345.1350066661835,4
PANADERIA,1084,2021-05-25,,0.8650000095367432,486.0,420.38999938964844,4
PANADERIA,1084,2021-05-26,,0.8650000095367432,393.0,339.9449987411499,4
PANADERIA,1084,2021-05-27,,0.8650000095367432,552.0,477.48000478744507,4
PANADERIA,1084,2021-05-28,,0.8650000095367432,417.0,360.7050070762634,4
PANADERIA,1084,2021-05-29,,0.8650000095367432,465.0,402.22500586509705,4
PANADERIA,1084,2021-05-30,,0.8650000095367432,363.0,313.9949998855591,4
PANADERIA,1084,2021-05-31,,0.8650000095367432,369.0,319.18499755859375,4
PANADERIA,1084,2021-06-01,,0.8650000095367432,342.0,295.8300037384033,4
PANADERIA,1084,2021-06-02,,0.8650000095367432,345.0,298.4250009059906,4
PANADERIA,1084,2021-06-03,,0.8650000095367432,555.0,480.07500410079956,4
PANADERIA,1084,2021-06-04,,0.8650000095367432,552.0,477.4800012111664,4
PANADERIA,1084,2021-06-05,,0.8650000095367432,330.0,285.45000195503235,4
PANADERIA,1084,2021-06-06,,0.8650000095367432,357.0,308.8050036430359,4
PANADERIA,1084,2021-06-07,,0.8650000095367432,348.0,301.0199992656708,4
PANADERIA,1084,2021-06-08,,0.8650000095367432,480.0,415.2000093460083,4
PANADERIA,1084,2021-06-09,,0.8650000095367432,273.0,236.14499950408936,4
PANADERIA,1084,2021-06-10,,0.8650000095367432,399.0,345.1350049972534,4
PANADERIA,1084,2021-06-11,,0.8650000095367432,483.0,417.7950003147125,4
PANADERIA,1084,2021-06-12,,0.8650000095367432,267.0,230.95500087738037,4
