familia,articulo,fecha_venta,festivo,precio,cantidad,importe,orden_articulo_familia
BOLLERIA,3960,2021-05-01,,2.318000078201294,402.0,931.835994720459,1
BOLLERIA,3960,2021-05-02,Día de la Madre,2.318000078201294,369.0,855.3419961929321,1
BOLLERIA,3960,2021-05-03,Día de la Cruz,2.318000078201294,228.0,528.5039944648743,1
BOLLERIA,3960,2021-05-04,,2.318000078201294,237.0,549.3659987449646,1
BOLLERIA,3960,2021-05-05,,2.318000078201294,288.0,667.5840001106262,1
BOLLERIA,3960,2021-05-06,,2.318000078201294,144.0,333.7920002937317,1
BOLLERIA,3960,2021-05-07,,2.318000078201294,252.0,584.13600730896,1
BOLLERIA,3960,2021-05-08,,2.318000078201294,276.0,639.7680072784424,1
BOLLERIA,3960,2021-05-09,,2.318000078201294,345.0,799.709997177124,1
BOLLERIA,3960,2021-05-10,,2.318000078201294,174.0,403.33201026916504,1
BOLLERIA,3960,2021-05-11,,2.318000078201294,174.0,403.33199739456177,1
BOLLERIA,3960,2021-05-12,,2.318000078201294,180.0,417.2399969100952,1
BOLLERIA,3960,2021-05-13,,2.318000078201294,228.0,528.5040054321289,1
BOLLERIA,3960,2021-05-14,,2.318000078201294,216.0,500.68800592422485,1
BOLLERIA,3960,2021-05-15,,2.318000078201294,216.0,500.6880078315735,1
BOLLERIA,3960,2021-05-16,,2.318000078201294,324.0,751.0320014953613,1
BOLLERIA,3960,2021-05-17,,2.318000078201294,177.0,410.28599643707275,1
BOLLERIA,3960,2021-05-18,,2.318000078201294,216.0,500.6880078315735,1
BOLLERIA,3960,2021-05-19,,2.318000078201294,162.0,375.51599884033203,1
BOLLERIA,3960,2021-05-20,,2.318000078201294,177.0,410.28600025177,1
BOLLERIA,3960,2021-05-21,,2.318000078201294,189.0,438.10200023651123,1
BOLLERIA,3960,2021-05-22,,2.318000078201294,306.0,709.3080143928528,1
BOLLERIA,3960,2021-05-23,,2.318000078201294,453.0,1050.0540027618408,1
BOLLERIA,3960,2021-05-24,,2.318000078201294,141.0,326.8379969596863,1
BOLLERIA,3960,2021-05-25,,2.318000078201294,210.0,486.7800006866455,1
BOLLERIA,3960,2021-05-26,,2.318000078201294,243.0,563.2740068435669,1
BOLLERIA,3960,2021-05-27,,2.318000078201294,171.0,396.37800216674805,1
BOLLERIA,3960,2021-05-28,,2.318000078201294,234.0,542.4120011329651,1
BOLLERIA,3960,2021-05-29,,2.318000078201294,309.0,716.2620077133179,1
BOLLERIA,3960,2021-05-30,,2.318000078201294,357.0,827.5259985923767,1
BOLLERIA,3960,2021-05-31,,2.318000078201294,240.0,556.3200011253357,1
BOLLERIA,3960,2021-06-01,,2.318000078201294,207.0,479.82599925994873,1
BOLLERIA,3960,2021-06-02,,2.318000078201294,171.0,396.3780016899109,1
BOLLERIA,3960,2021-06-03,,2.318000078201294,153.0,354.6539978981018,1
