familia,articulo,fecha_venta,festivo,precio,cantidad,importe,orden_articulo_familia
PASTELERIA,6549,2021-05-01,,28.5,18.0,513.0,5
PASTELERIA,6549,2021-05-02,Día de la Madre,28.5,27.0,769.5,5
PASTELERIA,6549,2021-05-07,,28.5,18.0,513.0,5
PASTELERIA,6549,2021-05-08,,28.5,15.0,427.5,5
PASTELERIA,6549,2021-05-09,,28.5,27.0,769.5,5
PASTELERIA,6549,2021-05-12,,28.5,15.0,427.5,5
PASTELERIA,6549,2021-05-13,,28.5,3.0,85.5,5
PASTELERIA,6549,2021-05-14,,28.5,9.0,256.5,5
PASTELERIA,6549,2021-05-15,,28.5,15.0,427.5,5
PASTELERIA,6549,2021-05-16,,28.5,12.0,342.0,5
PASTELERIA,6549,2021-05-17,,28.5,3.0,85.5,5
PASTELERIA,6549,2021-05-21,,28.5,18.0,513.0,5
PASTELERIA,6549,2021-05-22,,28.5,27.0,769.5,5
PASTELERIA,6549,2021-05-23,,28.5,21.0,598.5,5
PASTELERIA,6549,2021-05-24,,28.5,12.0,342.0,5
PASTELERIA,6549,2021-05-27,,28.5,6.0,171.0,5
PASTELERIA,6549,2021-05-28,,28.5,6.0,171.0,5
PASTELERIA,6549,2021-05-29,,28.5,12.0,342.0,5
PASTELERIA,6549,2021-05-30,,28.5,30.0,855.0,5
PASTELERIA,6549,2021-05-31,,28.5,12.0,342.0,5
PASTELERIA,6549,2021-06-03,,28.5,12.0,342.0,5
PASTELERIA,6549,2021-06-04,,28.5,18.0,513.0,5
PASTELERIA,6549,2021-06-05,,28.5,21.0,598.5,5
PASTELERIA,6549,2021-06-06,,28.5,36.0,1026.0,5
PASTELERIA,6549,2021-06-09,,28.5,3.0,85.5,5
PASTELERIA,6549,2021-06-11,,28.5,21.0,598.5,5
PASTELERIA,6549,2021-06-12,,28.5,21.0,598.5,5
PASTELERIA,6549,2021-06-13,,28.5,33.0,940.5,5
PASTELERIA,6549,2021-06-14,,28.5,3.0,85.5,5
PASTELERIA,6549,2021-06-18,,28.5,9.0,256.5,5
PASTELERIA,6549,2021-06-19,,28.5,21.0,598.5,5
PASTELERIA,6549,2021-06-20,,28.5,21.0,598.5,5
PASTELERIA,6549,2021-06-21,,28.5,9.0,256.5,5
PASTELERIA,6549,2021-06-22,,28.5,3.0,85.5,5
PASTELERIA,6549,2021-06-23,,28.5,3.0,85.5,5
PASTELERIA,6549,2021-06-24,Día de San Juan,28.5,3.0,85.5,5
PASTELERIA,6549,2021-06-25,,28.5,6.0,171.0,5
PASTELERIA,6549,2021-06-26,,28.5,30.0,855.0,5
PASTELERIA,6549,2021-06-27,,28.5,24.0,684.0,5
PASTELERIA,6549,2021-06-28,,28.5,15.0,427.5,5
PASTELERIA,6549,2021-06-29,,28.5,3.0,85.5,5
PASTELERIA,6549,2021-06-30,,28.5,12.0,342.0,5
PASTELERIA,6549,2021-07-02,,28.5,15.0,427.5,5
PASTELERIA,6549,2021-07-03,,28.5,12.0,342.0,5
PASTELERIA,6549,2021-07-04,,28.5,12.0,342.0,5
PASTELERIA,6549,2021-07-05,,28.5,12.0,342.0,5
PASTELERIA,6549,2021-07-06,,28.5,6.0,171.0,5
PASTELERIA,6549,2021-07-07,,28.5,21.0,598.5,5
PASTELERIA,6549,2021-07-09,,28.5,15.0,427.5,5
PASTELERIA,6549,2021-07-10,,28.5,12.0,342.0,5
PASTELERIA,6549,2021-07-11,,28.5,15.0,427.5,5
PASTELERIA,6549,2021-07-15,,28.5,3.0,85.5,5
PASTELERIA,6549,2021-07-16,Día de la Virgen del Carmen,28.5,21.0,598.5,5
PASTELERIA,6549,2021-07-17,,28.5,12.0,342.0,5
PASTELERIA,6549,2021-07-18,,28.5,9.0,256.5,5
PASTELERIA,6549,2021-07-20,,28.5,6.0,171.0,5
PASTELERIA,6549,2021-07-21,,28.5,3.0,85.5,5
PASTELERIA,6549,2021-07-23,,28.5,9.0,256.5,5
PASTELERIA,6549,2021-07-24,,28.5,9.0,256.5,5
PASTELERIA,6549,2021-07-25,,28.5,15.0,427.5,5
PASTELERIA,6549,2021-07-26,,28.5,15.0,427.5,5
PASTELERIA,6549,2021-07-27,,28.5,3.0,85.5,5
PASTELERIA,6549,2021-07-30,,28.5,15.0,427.5,5
PASTELERIA,6549,2021-07-31,,28.5,18.0,513.0,5
PASTELERIA,6549,2021-08-01,,28.5,21.0,598.5,5
PASTELERIA,6549,2021-08-06,,28.5,6.0,171.0,5
PASTELERIA,6549,2021-08-07,,28.5,12.0,342.0,5
PASTELERIA,6549,2021-08-08,,28.5,15.0,427.5,5
PASTELERIA,6549,2021-08-09,,28.5,9.0,256.5,5
PASTELERIA,6549,2021-08-10,,28.5,3.0,85.5,5
PASTELERIA,6549,2021-08-11,,28.5,6.0,171.0,5
PASTELERIA,6549,2021-08-12,,28.5,3.0,85.5,5
PASTELERIA,6549,2021-08-13,,28.5,9.0,256.5,5
PASTELERIA,6549,2021-08-14,,28.5,15.0,427.5,5
PASTELERIA,6549,2021-08-15,,28.5,27.0,769.5,5
PASTELERIA,6549,2021-08-16,,28.5,12.0,342.0,5
PASTELERIA,6549,2021-08-20,,28.5,6.0,171.0,5
PASTELERIA,6549,2021-08-21,,28.5,18.0,513.0,5
PASTELERIA,6549,2021-08-23,,28.5,9.0,256.5,5
PASTELERIA,6549,2021-08-24,,28.5,12.0,342.0,5
PASTELERIA,6549,2021-08-26,,28.5,9.0,256.5,5
PASTELERIA,6549,2021-08-28,,28.5,21.0,598.5,5
PASTELERIA,6549,2021-08-29,,28.5,18.0,513.0,5
PASTELERIA,6549,2021-08-30,,28.5,9.0,256.5,5
PASTELERIA,6549,2021-09-03,,28.5,12.0,342.0,5
PASTELERIA,6549,2021-09-04,,28.5,18.0,513.0,5
PASTELERIA,6549,2021-09-05,,28.5,12.0,342.0,5
PASTELERIA,6549,2021-09-09,,29.86400032043457,6.0,179.1840057373047,5
PASTELERIA,6549,2021-09-10,,29.86400032043457,9.0,268.77600860595703,5
PASTELERIA,6549,2021-09-11,,29.86400032043457,6.0,179.1840057373047,5
PASTELERIA,6549,2021-09-12,,29.86400032043457,15.0,447.9600143432617,5
PASTELERIA,6549,2021-09-13,,29.86400032043457,3.0,89.59200286865234,5
PASTELERIA,6549,2021-09-15,,29.86400032043457,3.0,89.59200286865234,5
PASTELERIA,6549,2021-09-17,,29.86400032043457,15.0,447.9600067138672,5
PASTELERIA,6549,2021-09-18,,29.86400032043457,30.0,895.9200286865234,5
PASTELERIA,6549,2021-09-19,,29.86400032043457,12.0,358.3680114746094,5
